,word,freq,likes,rt,reply,quotes
1566,maymaah,2,,,,
1567,mot,2,,,,
1568,macho,2,13.0,394.0,0.0,0.0
1569,patroc,2,,,,
1570,vontad,2,,,,
1571,refr,2,,,,
1572,médio,2,28.0,5.0,4.0,0.0
1573,gabrilamorim,2,,,,
1574,zagueiro,2,7.0,0.0,1.0,0.0
1575,zap,2,10.0,2.0,4.0,0.0
1576,sexo,2,14.0,1.0,5.0,0.0
1577,nun,2,,,,
1578,carteiro,2,18.0,7.0,21.0,0.0
1579,entediar,2,1.0,0.0,1.0,0.0
1580,jus,2,1.0,0.0,0.0,0.0
1581,dodói,2,2.0,0.0,2.0,0.0
1582,recente,2,0.0,0.0,1.0,0.0
1583,tédio,2,1.0,0.0,1.0,0.0
1584,esper,2,,,,
1585,colaborador,2,31.0,6.0,3.0,0.0
1586,sla,2,0.0,0.0,1.0,0.0
1587,rachar,2,7.0,0.0,3.0,0.0
1588,grindr,2,29.0,0.0,7.0,0.0
1589,eumesmo,2,,,,
1590,hater,2,2.0,0.0,1.0,0.0
1591,recentemente,2,7.0,0.0,5.0,0.0
1592,cardápi,2,,,,
1593,receb,2,,,,
1594,lucaschiades,2,,,,
1595,eligarcia,2,,,,
1596,cão,2,7.0,0.0,0.0,0.0
1597,comid,2,,,,
1598,semp,2,,,,
1599,dand,2,,,,
1600,tatsbuenos,2,,,,
1601,mendigo,2,16.0,0.0,0.0,0.0
1602,prever,2,3.0,0.0,0.0,0.0
1603,atleticana,2,2.0,0.0,3.0,1.0
1604,banca,2,1.0,0.0,0.0,0.0
1605,inte,2,,,,
1606,garoto,2,1.0,0.0,1.0,0.0
1607,dez,2,2.0,0.0,2.0,0.0
1608,annadenira,2,,,,
1609,gra,2,,,,
1610,oficial,2,25.0,4.0,1.0,0.0
1611,mocotó,2,2.0,0.0,0.0,0.0
1612,comum,2,22.0,0.0,2.0,0.0
1613,monopólio,2,24.0,8.0,3.0,0.0
1614,grazi,2,1.0,0.0,0.0,0.0
1615,hey,2,5.0,0.0,2.0,1.0
1616,ana,2,4.0,0.0,2.0,0.0
1617,compl,2,,,,
1618,caramba,2,4.0,0.0,3.0,0.0
1619,disponibilizar,2,2.0,0.0,1.0,0.0
1620,mendlowicz,2,,,,
1621,bgl,2,3.0,0.0,5.0,0.0
1622,exclusivo,2,4.0,0.0,4.0,0.0
1623,hotel,2,7.0,0.0,1.0,0.0
1624,cert,2,,,,
1625,indignar,2,0.0,0.0,0.0,0.0
1626,nenh,2,,,,
1627,ficante,2,0.0,0.0,1.0,0.0
1628,remover,2,1.0,0.0,2.0,0.0
1629,preg,2,0.0,0.0,0.0,0.0
1630,recompensar,2,25.0,0.0,5.0,1.0
1631,sol,2,1.0,0.0,1.0,0.0
1632,azarar,2,72.0,4.0,13.0,1.0
1633,esquentar,2,14.0,270.0,3.0,0.0
1634,pass,2,,,,
1635,vinícius,2,81.0,4.0,4.0,2.0
1636,caso,2,3.0,0.0,4.0,0.0
1637,cento,2,4.0,0.0,2.0,0.0
1638,update,2,2.0,0.0,1.0,0.0
1639,tavam,2,66.0,0.0,6.0,1.0
1640,sorriso,2,23.0,0.0,1.0,0.0
1641,nadaa,2,1.0,0.0,0.0,0.0
1642,zonar,2,4.0,0.0,6.0,0.0
1643,disponíve,2,,,,
1644,brasileirão,2,4.0,0.0,1.0,0.0
1645,sint,2,,,,
1646,sub,2,0.0,0.0,4.0,1.0
1647,podrão,2,6.0,0.0,1.0,0.0
1648,info,2,3.0,0.0,0.0,0.0
1649,cvv,2,6.0,0.0,1.0,0.0
1650,cel,2,47.0,1.0,104.0,14.0
1651,básico,2,221.0,5.0,7.0,0.0
1652,garcialuan,2,,,,
1653,geralmente,2,5.0,0.0,3.0,0.0
1654,costela,2,1.0,0.0,1.0,0.0
1655,adversário,2,43.0,3.0,1.0,1.0
1656,braba,2,35.0,18.0,3.0,0.0
1657,tenh,2,,,,
1658,home,2,7.0,0.0,2.0,0.0
1659,buracar,2,1.0,0.0,0.0,0.0
1660,camp,2,,,,
1661,tbt,2,1.0,345.0,0.0,0.0
1662,anderson,2,8.0,2.0,2.0,0.0
1663,prós,2,3.0,0.0,1.0,0.0
1664,movimentar,2,0.0,100.0,0.0,0.0
1665,miser,2,,,,
1666,avião,2,2.0,1.0,2.0,0.0
1667,rece,2,,,,
1668,trabalh,2,,,,
1669,deprepalmeiras,2,,,,
1670,dobrar,2,3.0,0.0,5.0,0.0
1671,corinthians,2,2.0,0.0,2.0,0.0
1672,drog,2,,,,
1673,mel,2,0.0,1.0,0.0,0.0
1674,presen,2,,,,
1675,praça,2,23.0,11.0,2.0,0.0
1676,beijo,2,2.0,0.0,4.0,0.0
1677,resgatar,2,4.0,4.0,5.0,0.0
1678,chiquinho,2,0.0,0.0,0.0,0.0
1679,doc,2,,,,
1680,jonesmanoel_pcb,2,,,,
1681,rodízio,2,5.0,0.0,3.0,0.0
1682,edson,2,1.0,0.0,1.0,0.0
1683,call,2,0.0,0.0,1.0,0.0
1684,rafarondelli,2,,,,
1685,tentativo,2,2.0,0.0,2.0,1.0
1686,flamenguista,2,7.0,0.0,2.0,0.0
1687,pulsar,2,2.0,0.0,1.0,0.0
1688,doer,2,7.0,0.0,2.0,0.0
1689,imediatamente,2,3.0,1.0,1.0,0.0
1690,crl,2,27.0,4.0,8.0,0.0
1691,san,2,5.0,0.0,0.0,0.0
1692,paolo,2,2.0,0.0,0.0,0.0
1693,ten,2,,,,
1694,acontececaralho,2,,,,
1695,canto,2,4.0,0.0,3.0,0.0
1696,augustosgv,2,,,,
1697,professor,2,5.0,0.0,0.0,0.0
1698,faminto,2,0.0,0.0,1.0,0.0
1699,desafiar,2,5.0,2453.0,2.0,0.0
1700,taoquei,2,,,,
1701,doi,2,,,,
1702,mun,2,,,,
1703,tonho,2,2.0,0.0,2.0,0.0
1704,fos,2,,,,
1705,abandonar,2,5.0,0.0,1.0,0.0
1706,praga,2,4.0,0.0,1.0,0.0
1707,fretar,2,34.0,0.0,7.0,0.0
1708,copo,2,3.0,0.0,5.0,0.0
1709,picolés,2,0.0,0.0,1.0,0.0
1710,quen,2,,,,
1711,motoboys,2,1.0,0.0,1.0,0.0
1712,rango,2,7.0,0.0,2.0,0.0
1713,garfar,2,0.0,2.0,0.0,0.0
1714,djkn,2,,,,
1715,can,2,,,,
1716,lemb,2,,,,
1717,brance,2,106.0,6.0,21.0,5.0
1718,kkkkkkkkkkkkkk,2,58.0,1.0,3.0,0.0
1719,luisa,2,3.0,0.0,2.0,1.0
1720,bonfim,2,0.0,2453.0,0.0,0.0
1721,praticamente,2,18.0,2719.0,2.0,0.0
1722,enqua,2,,,,
1723,tela,2,12.0,1.0,1.0,0.0
1724,encomendar,2,2.0,0.0,0.0,1.0
1725,bravo,2,0.0,0.0,0.0,0.0
1726,atro,2,1.0,0.0,0.0,0.0
1727,nãaaaammmm,2,15.0,6.0,0.0,1.0
1728,frente,2,30.0,0.0,4.0,0.0
1729,ayalorius,2,,,,
1730,jejum,2,77.0,2.0,3.0,0.0
1731,atingir,2,9.0,8.0,2.0,0.0
1732,simmmm,2,5.0,0.0,3.0,0.0
1733,escolh,2,,,,
1734,gduvivier,2,,,,
1735,hobbie,2,0.0,0.0,0.0,0.0
1736,desbloquear,2,5.0,0.0,3.0,1.0
1737,incentivar,2,13.0,0.0,4.0,1.0
1738,tinder,2,17.0,0.0,3.0,1.0
1739,trampar,2,47.0,102.0,5.0,3.0
1740,porqu,2,,,,
1741,papar,2,7.0,0.0,3.0,0.0
1742,chard,2,5.0,0.0,1.0,0.0
1743,noight,2,,,,
1744,franz,2,23.0,18.0,2.0,1.0
1745,beckenbauer,2,23.0,18.0,2.0,1.0
1746,matheus_noboa,2,,,,
1747,sucesso,2,136.0,10.0,9.0,1.0
1748,bomba,2,2.0,0.0,1.0,0.0
1749,imã,2,58.0,0.0,2.0,0.0
1750,forçar,2,210.0,2.0,23.0,0.0
1751,limite,2,2.0,2.0,0.0,0.0
1752,def,2,,,,
1753,definir,2,8.0,2.0,1.0,0.0
1754,denunciar,2,26.0,0.0,2.0,0.0
1755,romaniasubmersa,2,,,,
1756,esque,2,,,,
1757,haver,2,52.0,5.0,20.0,1.0
1758,requisito,2,0.0,0.0,0.0,0.0
1759,flu,2,,,,
1760,cheddar,2,163.0,128.0,3.0,40.0
1761,bacon,2,87.0,64.0,5.0,20.0
1762,criador,2,3.0,2.0,0.0,0.0
1763,mlr,2,1.0,0.0,0.0,0.0
1764,metro,2,51.0,2.0,15.0,0.0
1765,presar,2,10.0,0.0,5.0,0.0
1766,técnico,2,22.0,6.0,12.0,0.0
1767,alex,2,1.0,0.0,4.0,0.0
1768,rodaverso,2,,,,
1769,atravessar,2,1.0,0.0,2.0,0.0
1770,psicologicamente,2,1.0,0.0,1.0,0.0
1771,rarejoker,2,,,,
1772,cochilar,2,1.0,0.0,0.0,0.0
1773,mfutebolisticos,2,,,,
1774,otaviooo_vitor,2,,,,
1775,confeitar,2,20.0,10.0,1.0,0.0
1776,meno,2,,,,
1777,tra,2,,,,
1778,térmico,2,0.0,0.0,2.0,0.0
1779,probl,2,,,,
1780,prim,2,,,,
1781,rafaeldealmeida,2,,,,
1782,manter,2,14.0,1.0,9.0,0.0
1783,vegetariano,2,3.0,0.0,0.0,0.0
1784,gatar,2,11.0,0.0,1.0,0.0
1785,diogo,2,11.0,3.0,2.0,0.0
1786,consumidor,2,1048.0,20.0,6.0,1.0
1787,derrubar,2,9.0,0.0,4.0,1.0
1788,finar,2,6.0,0.0,0.0,0.0
1789,combinar,2,5.0,0.0,5.0,1.0
1790,febre,2,3.0,0.0,0.0,0.0
1791,coé,2,2.0,0.0,1.0,0.0
1792,yakissoba,2,0.0,0.0,0.0,0.0
1793,escol,2,,,,
1794,respon,2,,,,
1795,always,2,,,,
1796,yves,2,0.0,0.0,2.0,0.0
1797,teoria,2,11.0,0.0,1.0,0.0
1798,trabal,2,,,,
1799,locar,2,1.0,0.0,1.0,0.0
1800,léo,2,67.0,30.0,5.0,1.0
1801,frutar,2,20.0,5.0,5.0,0.0
1802,tacar,2,7.0,1.0,5.0,0.0
1803,pacote,2,35.0,0.0,3.0,0.0
1804,enjoar,2,6.0,0.0,5.0,0.0
1805,pré,2,0.0,0.0,0.0,0.0
1806,mexicano,2,2.0,0.0,0.0,0.0
1807,enganir,2,2.0,0.0,0.0,0.0
1808,agente,2,8.0,0.0,3.0,0.0
1809,malvadaopjl,2,,,,
1810,cima,2,14.0,1.0,5.0,1.0
1811,vital_sama,2,,,,
1812,junho,2,3.0,0.0,3.0,0.0
1813,cebola,2,5.0,3489.0,4.0,0.0
1814,merd,2,1.0,0.0,1.0,0.0
1815,cerveja,2,8.0,0.0,2.0,0.0
1816,bah,2,0.0,0.0,0.0,0.0
1817,abar,2,5.0,0.0,4.0,0.0
1818,wooypallet,2,,,,
1819,explodir,2,0.0,0.0,0.0,0.0
1820,restau,2,0.0,1.0,0.0,0.0
1821,apavorar,2,3.0,0.0,0.0,0.0
1822,fuckingod,2,,,,
1823,jsdakay,2,,,,
1824,loony,2,0.0,0.0,2.0,0.0
1825,profundamente,2,2.0,0.0,2.0,0.0
1826,respond,2,,,,
1827,campino,2,32.0,0.0,4.0,0.0
1828,milhão,2,422.0,34.0,32.0,0.0
1829,sus,2,0.0,2.0,0.0,0.0
1830,colega,2,0.0,0.0,2.0,0.0
1831,lokkjjjjj,2,,,,
1832,choralude,2,,,,
1833,gás,2,16.0,0.0,1.0,0.0
1834,miihgergeli,2,,,,
1835,mnh,2,3.0,0.0,2.0,0.0
1836,respeitosamente,2,3.0,2.0,0.0,0.0
1837,agenciapublica,2,,,,
1838,aliar,2,45.0,19.0,0.0,0.0
1839,rostir,2,2.0,0.0,2.0,0.0
1840,cérebro,2,2.0,0.0,2.0,0.0
1841,celsoathayde,2,,,,
1842,inhoque,2,0.0,0.0,0.0,0.0
1843,brownies,2,2.0,0.0,1.0,0.0
1844,ven,2,,,,
1845,duro,2,1.0,0.0,1.0,0.0
1846,uau,2,1.0,0.0,1.0,0.0
1847,calote,2,4.0,0.0,1.0,0.0
1848,junina,2,5.0,0.0,2.0,0.0
1849,cookies,2,15.0,0.0,3.0,0.0
1850,baretao,2,,,,
1851,marmi,2,,,,
1852,feriar,2,6.0,1.0,2.0,0.0
1853,ribamarnanet,2,,,,
1854,carlos,2,22.0,0.0,1.0,0.0
1855,cúmulo,2,18.0,0.0,2.0,0.0
1856,milkycuco,2,,,,
1857,vegetarianes,2,1.0,2.0,2.0,1.0
1858,frio,2,8.0,2.0,8.0,1.0
1859,criança,2,11.0,0.0,2.0,0.0
1860,depo,2,,,,
1861,amazon,2,24.0,8.0,1.0,0.0
1862,spacex,2,24.0,8.0,1.0,0.0
1863,shake,2,2.0,0.0,2.0,0.0
1864,casimiro,2,6.0,0.0,0.0,0.0
1865,ninhar,2,2.0,0.0,0.0,0.0
1866,udio,2,,,,
1867,quente,2,20.0,0.0,5.0,1.0
1868,mastigar,2,19.0,1.0,6.0,0.0
1869,atendido,2,0.0,0.0,0.0,0.0
1870,jaya_aimlock,2,,,,
1871,loudgg,2,,,,
1872,precinho,2,0.0,0.0,0.0,0.0
1873,xxxxxxxxxxxxx,2,0.0,0.0,0.0,0.0
1874,marino,2,18.0,0.0,0.0,0.0
1875,consciente,2,8.0,0.0,0.0,0.0
1876,meseems,2,2.0,0.0,2.0,0.0
1877,bugou,2,15.0,2.0,5.0,0.0
1878,morte,2,8.0,1.0,3.0,0.0
1879,digitar,2,56.0,2.0,5.0,0.0
1880,minisardinha,2,,,,
1881,taami_ramos,2,,,,
1882,correaanath,2,,,,
1883,recl,2,,,,
1884,cozinh,2,,,,
1885,concorrência,2,31.0,4.0,1.0,0.0
1886,brunir,2,4.0,0.0,0.0,0.0
1887,confirmar,2,24.0,0.0,8.0,0.0
1888,local,2,63.0,1.0,6.0,1.0
1889,the,2,5.0,0.0,1.0,0.0
1890,etiquetar,2,2.0,0.0,1.0,0.0
1891,míni,2,,,,
1892,trio,2,117.0,0.0,0.0,0.0
1893,zaga,2,117.0,0.0,0.0,0.0
1894,facebook,2,35.0,1.0,10.0,0.0
1895,minimo,2,1086.0,40.0,13.0,1.0
1896,kiqvasconcelos,2,,,,
1897,ninguem,2,5.0,0.0,5.0,0.0
1898,ativo,2,2.0,0.0,0.0,0.0
1899,importante,2,4.0,3.0,6.0,0.0
1900,natholiveirabr,2,,,,
1901,querido,2,2.0,0.0,1.0,0.0
1902,youtube,2,8.0,13.0,4.0,0.0
1903,prop,2,,,,
1904,justar,2,11.0,2396.0,6.0,0.0
1905,ellen,2,0.0,0.0,0.0,0.0
1906,olinda,2,2.0,2.0,1.0,0.0
1907,fred,2,1.0,0.0,0.0,0.0
1908,apelar,2,2.0,0.0,2.0,0.0
1909,belo,2,5.0,106.0,8.0,0.0
1910,repetir,2,16.0,2.0,1.0,0.0
1911,restaur,2,,,,
1912,junto,2,15.0,0.0,9.0,0.0
1913,prata,2,322.0,206.0,19.0,5.0
1914,dnv,2,66.0,0.0,12.0,0.0
1915,heim,2,3.0,0.0,2.0,0.0
1916,folhar,2,,,,
1917,legiaoescamada,2,,,,
1918,registrar,2,25.0,5.0,3.0,0.0
1919,guiar,2,0.0,0.0,0.0,0.0
1920,precis,2,,,,
1921,escravo,2,0.0,3.0,0.0,0.0
1922,ultimar,2,11.0,1.0,5.0,0.0
1923,palavra,2,15.0,1.0,5.0,0.0
1924,iss,2,,,,
1925,uber_brasil,2,,,,
1926,vlw,2,927.0,34.0,17.0,1.0
1927,segredar,2,4.0,2.0,0.0,0.0
1928,faixar,2,3.0,2.0,0.0,0.0
1929,rsrsrs,2,2.0,0.0,1.0,0.0
1930,atualizando,2,12.0,2.0,3.0,1.0
1931,colunadofla,2,0.0,0.0,0.0,0.0
1932,fornir,2,3.0,0.0,1.0,0.0
1933,delegar,2,0.0,0.0,0.0,0.0
1934,catbraincell,2,,,,
1935,informar,2,14.0,3.0,6.0,2.0
1936,pronto,2,41.0,1.0,20.0,1.0
1937,vacilar,2,4.0,0.0,2.0,0.0
1938,bglh,2,2.0,0.0,1.0,0.0
1939,decepção,2,8.0,0.0,5.0,0.0
1940,misto,2,1.0,0.0,4.0,0.0
1941,solucionar,2,4.0,0.0,1.0,0.0
1942,capacidade,2,12.0,0.0,3.0,0.0
1943,drpowercouple,2,15.0,22.0,2.0,0.0
1944,burger,2,7.0,4.0,3.0,1.0
1945,estragar,2,32.0,3.0,6.0,0.0
1946,interessante,2,4.0,2.0,3.0,0.0
1947,libertador,2,6.0,0.0,1.0,0.0
1948,dolo,2,,,,
1949,mental,2,8.0,0.0,1.0,0.0
1950,twolana,2,,,,
1951,resistir,2,5.0,1990.0,1.0,0.0
1952,zamenza,2,,,,
1953,bixa,2,1.0,0.0,0.0,0.0
1954,esgotar,2,5.0,0.0,2.0,0.0
1955,dan,2,,,,
1956,aju,2,,,,
1957,mcdo,2,,,,
1958,consolar,2,7.0,0.0,2.0,1.0
1959,alelobra,2,,,,
1960,cor,2,,,,
1961,maldade,2,1.0,0.0,0.0,0.0
1962,completamente,2,7.0,0.0,1.0,0.0
1963,naooo,2,1.0,0.0,0.0,0.0
1964,bob,2,1.0,0.0,1.0,0.0
1965,cinema,2,13.0,0.0,7.0,0.0
1966,distância,2,12.0,0.0,1.0,1.0
1967,odeiooooo,2,2.0,0.0,0.0,0.0
1968,sonho,2,38.0,0.0,5.0,0.0
1969,memória,2,20.0,0.0,5.0,0.0
1970,nicole,2,5.0,2.0,0.0,0.0
1971,fun,2,,,,
1972,brot,2,,,,
1973,manteiga,2,2.0,0.0,8.0,1.0
1974,humilhar,2,14.0,2.0,2.0,1.0
1975,aquel,2,0.0,21.0,0.0,0.0
1976,angelagindri,2,,,,
1977,cerol,2,1.0,0.0,1.0,0.0
1978,nutrir,2,0.0,0.0,0.0,0.0
1979,chato,2,1.0,0.0,1.0,0.0
1980,aonde,2,31.0,2.0,2.0,0.0
1981,chique,2,3.0,0.0,1.0,0.0
1982,tiamaoficial,2,,,,
1983,esposo,2,7.0,0.0,1.0,0.0
1984,superar,2,1.0,0.0,0.0,0.0
1985,pineapplecrush,2,,,,
1986,rap,2,,,,
1987,debydias,2,,,,
1988,começ,2,,,,
1989,kkkkkkkkkkkkk,2,15.0,2.0,5.0,0.0
1990,lindo,2,8.0,0.0,1.0,0.0
1991,gran,2,,,,
1992,bolson,2,,,,
1993,vacar,2,0.0,0.0,1.0,0.0
1994,pfv,2,3.0,6.0,3.0,0.0
1995,enquan,2,,,,
1996,nesses,2,4.0,0.0,3.0,0.0
1997,yetz,2,0.0,1.0,0.0,0.0
1998,hidratar,2,7.0,0.0,0.0,0.0
1999,crepioca,2,0.0,0.0,0.0,0.0
2000,ladeiro,2,4.0,0.0,0.0,0.0
2001,sinal,2,9.0,0.0,6.0,0.0
2002,estao,2,1.0,0.0,3.0,0.0
2003,bizarro,2,26.0,2.0,4.0,0.0
2004,cruel,2,22.0,2.0,2.0,0.0
2005,corpofechadoo,2,,,,
2006,ralar,2,8.0,0.0,0.0,0.0
2007,zerar,2,10.0,8.0,0.0,0.0
2008,irmao,2,5.0,0.0,5.0,0.0
2009,pensamento,2,4.0,0.0,5.0,0.0
2010,farinha,2,350.0,2.0,10.0,0.0
2011,ofertar,2,15.0,0.0,2.0,0.0
2012,largo,2,0.0,0.0,0.0,0.0
2013,brsck,2,,,,
2014,publi,2,18.0,0.0,3.0,0.0
2015,japonês,2,21.0,0.0,1.0,0.0
2016,cha,2,,,,
2017,retirar,2,13.0,1.0,2.0,0.0
2018,bikes,2,0.0,0.0,0.0,0.0
2019,deploy,2,9.0,0.0,3.0,0.0
2020,controlar,2,7.0,0.0,3.0,0.0
2021,wesrezende,2,,,,
2022,cultura,2,9.0,4.0,0.0,0.0
2023,tou,2,0.0,0.0,2.0,0.0
2024,mmahllima,2,,,,
2025,assustador,2,0.0,0.0,0.0,0.0
2026,dlc,2,1.0,0.0,1.0,0.0
2027,investir,2,0.0,0.0,0.0,0.0
2028,fei,2,,,,
2029,cantar,2,18.0,0.0,1.0,0.0
2030,roll,2,7.0,0.0,2.0,0.0
2031,cream,2,7.0,0.0,2.0,0.0
2032,surpreender,2,9.0,0.0,3.0,0.0
2033,concluir,2,38.0,1.0,5.0,0.0
2034,grávido,2,15.0,0.0,3.0,0.0
2035,fitness,2,15.0,1.0,4.0,0.0
2036,tom,2,0.0,0.0,0.0,0.0
2037,reginaphallangi,2,,,,
2038,item,2,107.0,6.0,22.0,0.0
2039,bombom,2,14.0,0.0,2.0,0.0
2040,shop,2,2.0,0.0,1.0,0.0
2041,tes,2,,,,
2042,fari,2,,,,
2043,evitar,2,49.0,59.0,8.0,0.0
2044,confirmação,2,6.0,0.0,1.0,0.0
2045,doazinn,2,,,,
2046,krlh,2,1.0,0.0,0.0,0.0
2047,internar,2,0.0,0.0,0.0,0.0
2048,lascar,2,17.0,0.0,1.0,0.0
2049,acertar,2,4.0,0.0,5.0,0.0
2050,máfia,2,10.0,2.0,6.0,0.0
2051,notifi,2,,,,
2052,gestor,2,2.0,0.0,0.0,0.0
2053,aqla,2,3.0,0.0,1.0,0.0
2054,corinthiana,2,2.0,0.0,1.0,0.0
2055,diabo,2,19.0,0.0,4.0,0.0
2056,nimo,2,,,,
2057,notificacao,2,11.0,2.0,1.0,0.0
2058,yoongicollectio,2,,,,
2059,julgar,2,7.0,1.0,13.0,0.0
2060,vigilância,2,1.0,0.0,0.0,0.0
2061,sanitário,2,3.0,0.0,1.0,0.0
2062,madrug,2,,,,
2063,afeta,2,1.0,0.0,1.0,0.0
2064,tratamento,2,34.0,34.0,7.0,0.0
2065,isabella,2,5.0,0.0,3.0,1.0
2066,esfomear,2,1.0,0.0,1.0,1.0
2067,vão,2,,,,
2068,limpar,2,6.0,0.0,0.0,0.0
2069,paraguassu,2,0.0,0.0,0.0,0.0
2070,chef,2,3.0,6.0,1.0,0.0
2071,boticário,2,6.0,3.0,0.0,1.0
2072,desabilitar,2,1.0,0.0,1.0,0.0
2073,neste,2,3.0,0.0,0.0,0.0
2074,esp,2,,,,
2075,maraisa,2,0.0,0.0,0.0,0.0
2076,militante,2,6.0,0.0,0.0,0.0
2077,miguelcmcampos,2,,,,
2078,recla,2,,,,
2079,instar,2,8.0,8.0,3.0,0.0
2080,caiowinkle,2,,,,
2081,brunogineti,2,,,,
2082,thepedrowtt,2,,,,
2083,genteeeeee,2,119.0,2.0,5.0,0.0
2084,extremamente,2,14.0,0.0,3.0,0.0
2085,eternidade,2,0.0,0.0,1.0,0.0
2086,looping,2,1.0,0.0,1.0,0.0
2087,equivalente,2,7.0,2.0,0.0,1.0
2088,validar,2,15.0,0.0,1.0,0.0
2089,receitacaseiraa,2,,,,
2090,pilotar,2,5.0,0.0,2.0,0.0
2091,investimento,2,4.0,0.0,2.0,0.0
2092,ingrediente,2,6.0,0.0,2.0,0.0
2093,giftcard,2,0.0,5.0,0.0,0.0
2094,msoares,2,,,,
2095,aah,2,0.0,0.0,3.0,0.0
2096,tmnc,2,3.0,0.0,3.0,0.0
2097,niterói,2,1.0,0.0,2.0,0.0
2098,reconhecer,2,89.0,6.0,6.0,0.0
2099,capitalismo,2,0.0,0.0,1.0,0.0
2100,propósito,2,66.0,0.0,3.0,0.0
2101,hambúrg,2,,,,
2102,ilyllima,2,,,,
2103,lena_patty,2,,,,
2104,smsxdcrf,2,,,,
2105,derua,2,31.0,18.0,2.0,0.0
2106,desanimar,2,2.0,0.0,2.0,0.0
2107,msg,2,15.0,1.0,9.0,0.0
2108,rss,2,0.0,0.0,1.0,0.0
2109,sanduba,2,0.0,0.0,0.0,0.0
2110,atualizar,2,6.0,0.0,1.0,0.0
2111,orloff,2,1.0,0.0,0.0,0.0
2112,irresponsabilidade,2,3.0,1.0,0.0,0.0
2113,financeiro,2,3.0,1.0,0.0,0.0
2114,marm,2,,,,
2115,maracujá,2,0.0,0.0,2.0,0.0
2116,comerciante,2,2.0,0.0,2.0,0.0
2117,flaviocostaf,2,,,,
2118,vazar,2,56.0,0.0,9.0,0.0
2119,farofa,2,5.0,0.0,1.0,0.0
2120,guiolivert,2,,,,
2121,oliveira,2,0.0,1.0,0.0,1.0
2122,ratchot,2,,,,
2123,d_hoshi,2,2.0,0.0,0.0,0.0
2124,antigo,2,4.0,0.0,3.0,0.0
2125,vermelhar,2,11.0,0.0,2.0,0.0
2126,promoçao,2,0.0,0.0,0.0,0.0
2127,eudiegofalando,2,,,,
2128,aind,2,,,,
2129,ach,2,,,,
2130,user,2,3.0,0.0,1.0,0.0
2131,ticket,2,10.0,2.0,3.0,0.0
2132,fepi,2,,,,
2133,box,2,5.0,0.0,2.0,0.0
2134,isaoak,2,,,,
2135,cuzão,2,1.0,2.0,0.0,0.0
2136,xuxu,2,3.0,0.0,2.0,0.0
2137,enegnt,2,,,,
2138,revoltar,2,22.0,0.0,9.0,0.0
2139,gravidez,2,0.0,0.0,0.0,0.0
2140,comentar,2,126.0,2.0,10.0,0.0
2141,tud,2,,,,
2142,shopping,2,14.0,0.0,4.0,0.0
2143,daquelas,2,14.0,0.0,2.0,1.0
2144,bobo,2,8.0,0.0,3.0,1.0
2145,emagrecer,2,9.0,0.0,1.0,0.0
2146,timeline,2,0.0,0.0,0.0,0.0
2147,preencher,2,0.0,0.0,1.0,0.0
2148,dudu,2,0.0,0.0,0.0,0.0
2149,sul,2,4.0,0.0,4.0,0.0
2150,siim,2,1.0,0.0,1.0,0.0
2151,organizar,2,4.0,0.0,6.0,0.0
2152,bandeiro,2,4.0,0.0,1.0,0.0
2153,abs,2,,,,
2154,estabelec,2,,,,
2155,consi,2,,,,
2156,doiwnk,2,,,,
2157,versão,2,72.0,15.0,10.0,0.0
2158,humilhação,2,5.0,0.0,2.0,0.0
2159,gramar,2,5.0,2.0,0.0,0.0
2160,ufsc,2,5.0,2.0,0.0,0.0
2161,donut,2,0.0,0.0,2.0,0.0
2162,converso,2,16.0,1.0,3.0,1.0
2163,caber,2,374.0,2.0,8.0,2.0
2164,lucaxlimab,2,,,,
2165,catanduva,2,8.0,0.0,0.0,0.0
2166,sorveteria,2,4.0,0.0,0.0,0.0
2167,cid,2,0.0,0.0,0.0,0.0
2168,biuyuri,2,,,,
2169,kayo_devil_cry,2,,,,
2170,prédio,2,48.0,10.0,14.0,0.0
2171,reportar,2,7.0,3.0,2.0,0.0
2172,neosoro,2,0.0,0.0,0.0,0.0
2173,amém,2,3.0,0.0,2.0,0.0
2174,please,2,3.0,2.0,1.0,0.0
2175,desmaiar,2,6.0,0.0,5.0,0.0
2176,betar,2,,,,
2177,falameuanjo,2,,,,
2178,queroamandy,2,,,,
2179,medusah,2,,,,
2180,nazareamarga,2,,,,
2181,marrriacecilia,2,,,,
2182,americano,2,30.0,3.0,4.0,1.0
2183,seguro,2,6.0,1.0,0.0,0.0
2184,topiranath,2,,,,
2185,ctz,2,4.0,0.0,7.0,0.0
2186,patr,2,,,,
2187,llaucomenta,2,,,,
2188,ifoodbrasil,2,0.0,0.0,0.0,0.0
2189,paulovieirareal,2,,,,
2190,virtual,2,2.0,0.0,4.0,0.0
2191,delicioso,2,23.0,2.0,3.0,1.0
2192,bola,2,2.0,0.0,3.0,0.0
2193,ysaminsx,2,,,,
2194,gent,2,,,,
2195,sesshoumarubr,2,,,,
2196,demartinifelipe,2,,,,
2197,basicamente,2,35.0,1.0,4.0,0.0
2198,andersonabrava,2,,,,
2199,coincidência,2,10.0,0.0,2.0,1.0
2200,letciasilvam,2,,,,
2201,vagabundo,2,8.0,0.0,2.0,0.0
2202,cuiabá,2,3.0,0.0,2.0,0.0
2203,dinhei,2,,,,
2204,horror,2,27.0,0.0,2.0,0.0
2205,sweetemaki,2,,,,
