,word,freq,likes,rt,reply,quotes
5549,freedowsroo,1,,,,
5550,alemaunzinhuu,1,,,,
5551,facada,1,0.0,0.0,0.0,0.0
5552,dafiti,1,1.0,0.0,1.0,0.0
5553,algué,1,,,,
5554,travar,1,26.0,3.0,2.0,0.0
5555,wtfmarial,1,,,,
5556,legião,1,1.0,0.0,1.0,0.0
5557,pipip,1,,,,
5558,abacax,1,,,,
5559,amarrand,1,,,,
5560,sagisapa,1,,,,
5561,beeeeem,1,1.0,0.0,1.0,0.0
5562,tilápia,1,0.0,0.0,0.0,0.0
5563,sos,1,1.0,0.0,1.0,0.0
5564,teresazoet,1,,,,
5565,tig,1,,,,
5566,maaahhs,1,,,,
5567,thearodrix,1,,,,
5568,niura,1,5.0,2.0,1.0,0.0
5569,pal,1,,,,
5570,vaziar,1,2.0,0.0,1.0,0.0
5571,joaoissues,1,,,,
5572,arr,1,0.0,0.0,0.0,0.0
5573,cois,1,0.0,1.0,0.0,0.0
5574,cano,1,5.0,0.0,5.0,0.0
5575,edibervan,1,,,,
5576,hahahah,1,0.0,0.0,1.0,0.0
5577,romularques,1,,,,
5578,rodrigo_rego,1,,,,
5579,araujoofxp,1,,,,
5580,maquininha,1,0.0,0.0,0.0,0.0
5581,rival,1,4.0,0.0,4.0,0.0
5582,karinabarbosaa,1,,,,
5583,stil,1,,,,
5584,tat,1,,,,
5585,diferençar,1,28.0,1.0,5.0,0.0
5586,riba,1,22.0,1.0,2.0,0.0
5587,dangermd,1,,,,
5588,mlks,1,0.0,0.0,0.0,0.0
5589,luxsuporte,1,,,,
5590,gelatina,1,0.0,13.0,0.0,0.0
5591,youtub,1,,,,
5592,eslomarques,1,,,,
5593,paulinha_l,1,,,,
5594,desco,1,,,,
5595,lysvmb,1,,,,
5596,aluno,1,5.0,2.0,2.0,0.0
5597,velvet,1,38.0,12.0,2.0,0.0
5598,açaizin,1,0.0,0.0,0.0,0.0
5599,laressacome,1,,,,
5600,angeloni,1,2.0,0.0,1.0,0.0
5601,namos,1,2.0,0.0,1.0,0.0
5602,boyeriana,1,,,,
5603,chov,1,,,,
5604,garrafa,1,5.0,0.0,3.0,0.0
5605,lata,1,0.0,0.0,0.0,0.0
5606,mcflury,1,0.0,0.0,0.0,0.0
5607,heykenji,1,,,,
5608,larafassarella,1,,,,
5609,folklipa,1,,,,
5610,cirar,1,0.0,0.0,0.0,0.0
5611,sharkinhab,1,,,,
5612,bibesantarosa,1,,,,
5613,automaticame,1,,,,
5614,click,1,0.0,0.0,0.0,0.0
5615,baiter,1,0.0,0.0,0.0,0.0
5616,denovo,1,1.0,0.0,0.0,0.0
5617,recordar,1,3.0,0.0,0.0,0.0
5618,swiftyoong,1,,,,
5619,monstadt,1,0.0,0.0,0.0,0.0
5620,notf,1,2.0,0.0,2.0,0.0
5621,webnamoro,1,0.0,0.0,0.0,0.0
5622,bruxinhasabrix,1,,,,
5623,wernneralex,1,,,,
5624,sntsgi,1,,,,
5625,passan,1,,,,
5626,canc,1,,,,
5627,bilhete,1,0.0,1.0,0.0,0.0
5628,amandalikess,1,,,,
5629,diogolgomes,1,,,,
5630,extra,1,6.0,0.0,5.0,0.0
5631,inferno,1,0.0,0.0,1.0,0.0
5632,insis,1,,,,
5633,apreciata,1,0.0,0.0,0.0,0.0
5634,incluir,1,38.0,12.0,2.0,0.0
5635,tax,1,,,,
5636,dospaneque,1,,,,
5637,parc,1,,,,
5638,estudante,1,1.0,0.0,1.0,0.0
5639,valorizar,1,1.0,0.0,1.0,0.0
5640,irwinscomfort,1,,,,
5641,complexo,1,2.0,0.0,1.0,0.0
5642,namorado,1,0.0,0.0,0.0,0.0
5643,inesper,1,,,,
5644,rodizi,1,,,,
5645,selecionar,1,1.0,0.0,1.0,0.0
5646,dolorosamente,1,0.0,0.0,0.0,0.0
5647,declinar,1,0.0,0.0,0.0,0.0
5648,loud_uailazaro,1,,,,
5649,taniamandarino,1,,,,
5650,tânia,1,0.0,0.0,0.0,0.0
5651,bigorna,1,3.0,0.0,1.0,0.0
5652,jimmy,1,3.0,0.0,1.0,0.0
5653,neutron,1,3.0,0.0,1.0,0.0
5654,caix,1,,,,
5655,lactazin,1,,,,
5656,cents,1,2.0,0.0,1.0,0.0
5657,apl,1,,,,
5658,coleta,1,0.0,31.0,0.0,0.0
5659,sophif,1,,,,
5660,porteir,1,,,,
5661,lyviarocha,1,,,,
5662,deficit,1,1.0,0.0,0.0,0.0
5663,err,1,,,,
5664,poliana_sp,1,,,,
5665,laurenesp,1,,,,
5666,dgportal,1,,,,
5667,spfw,1,0.0,0.0,0.0,0.0
5668,nike,1,0.0,0.0,1.0,0.0
5669,star,1,3.0,0.0,1.0,0.0
5670,doceviciothe,1,,,,
5671,wy_llian,1,,,,
5672,recesso,1,0.0,0.0,0.0,0.0
5673,quin,1,,,,
5674,randolfeap,1,,,,
5675,babaca,1,0.0,0.0,1.0,0.0
5676,mariaoclock,1,,,,
5677,sobran,1,,,,
5678,fortuna,1,0.0,0.0,3.0,0.0
5679,justtino_elisa,1,,,,
5680,vi_araujo,1,,,,
5681,disponivel,1,0.0,0.0,1.0,0.0
5682,tecer,1,1.0,0.0,0.0,0.0
5683,proteína,1,0.0,0.0,1.0,0.0
5684,pin,1,26.0,0.0,1.0,0.0
5685,calopmari,1,,,,
5686,liviajacome,1,,,,
5687,danielaaf,1,,,,
5688,ssdesejo,1,,,,
5689,davyggomes,1,,,,
5690,felinto_irene,1,,,,
5691,cereal,1,5.0,0.0,5.0,2.0
5692,maridm,1,,,,
5693,matheusranzi,1,,,,
5694,miguelcarijo,1,,,,
5695,mundstock,1,,,,
5696,celofr,1,,,,
5697,baraozinho,1,0.0,0.0,0.0,0.0
5698,adir,1,1.0,0.0,0.0,0.0
5699,cancelame,1,,,,
5700,baahssantos,1,,,,
5701,check,1,0.0,0.0,0.0,0.0
5702,ifoodzinho,1,1.0,0.0,0.0,0.0
5703,bissoliqg,1,,,,
5704,polícia,1,7.0,0.0,0.0,0.0
5705,perseguir,1,1.0,0.0,0.0,0.0
5706,bissoli,1,2.0,0.0,0.0,0.0
5707,parceri,1,,,,
5708,restaurnte,1,0.0,0.0,0.0,0.0
5709,aber,1,,,,
5710,rayanekuczera,1,,,,
5711,oooooo,1,0.0,0.0,0.0,0.0
5712,caiobellandi,1,,,,
5713,kkkkkkkkk,1,49.0,0.0,15.0,1.0
5714,ninadoporte,1,,,,
5715,risadi,1,,,,
5716,xfidj,1,,,,
5717,ilycloures,1,,,,
5718,venusflyyytrap,1,,,,
5719,prejuizo,1,1.0,0.0,0.0,0.0
5720,emprestar,1,4.0,0.0,4.0,1.0
5721,nomiudinho,1,,,,
5722,hscalet,1,,,,
5723,exil,1,,,,
5724,trouxa,1,8.0,6.0,2.0,0.0
5725,neuroghast,1,,,,
5726,simp,1,,,,
5727,narc,1,,,,
5728,barbie,1,1.0,0.0,1.0,0.0
5729,distante,1,1.0,0.0,1.0,0.0
5730,baddiebony,1,,,,
5731,gilbertoricardo,1,,,,
5732,arcebispo,1,,,,
5733,pastelandiabh,1,,,,
5734,starbucks,1,0.0,0.0,1.0,0.0
5735,letxicinha,1,,,,
5736,gabsfoxy,1,,,,
5737,vip,1,29.0,12.0,2.0,3.0
5738,farofinha,1,19.0,5.0,1.0,0.0
5739,avacalhação,1,2.0,0.0,0.0,0.0
5740,duplicar,1,0.0,0.0,0.0,0.0
5741,vinidoque,1,,,,
5742,justicheleague,1,,,,
5743,juquia,1,1.0,0.0,0.0,0.0
5744,camilalsouto,1,,,,
5745,sho,1,,,,
5746,tlngstars,1,0.0,0.0,1.0,0.0
5747,gugumarttins,1,,,,
5748,daniellapjd,1,,,,
5749,nilsonhandebol,1,,,,
5750,distribuir,1,2.0,0.0,1.0,0.0
5751,urt,1,,,,
5752,nethaphayva,1,,,,
5753,kiara,1,,,,
5754,thamirissiq,1,,,,
5755,avenida,1,1.0,0.0,1.0,0.0
5756,tancredo,1,0.0,0.0,0.0,0.0
5757,neve,1,0.0,0.0,0.0,0.0
5758,per,1,,,,
5759,jenzices,1,,,,
5760,quelonioshinobi,1,,,,
5761,doença,1,0.0,0.0,1.0,0.0
5762,heaveninhavana,1,,,,
5763,dravizim,1,,,,
5764,caminh,1,,,,
5765,imbiaben,1,,,,
5766,bnkiraquiana,1,,,,
5767,ofc,1,0.0,0.0,0.0,0.0
5768,credi,1,,,,
5769,politicar,1,0.0,0.0,0.0,0.0
5770,aleixoteixeira,1,,,,
5771,valentinpoetry,1,,,,
5772,ferxx_csv,1,,,,
5773,viczadaaaaa,1,,,,
5774,livrejaque,1,,,,
5775,emyks,1,,,,
5776,mikaellamaiaa,1,,,,
5777,lauramarise,1,,,,
5778,hiolandal,1,,,,
5779,vampisad,1,,,,
5780,obriengaten,1,,,,
5781,lactalizar,1,24.0,0.0,1.0,1.0
5782,triplicar,1,0.0,0.0,0.0,0.0
5783,consultor,1,0.0,0.0,0.0,0.0
5784,fakegrazi,1,,,,
5785,vaiexausta,1,,,,
5786,mín,1,,,,
5787,reclamaç,1,,,,
5788,baiano,1,0.0,0.0,0.0,0.0
5789,abobrinha,1,1.0,0.0,1.0,0.0
5790,forro,1,0.0,0.0,0.0,0.0
5791,lulaa,1,2.0,0.0,0.0,0.0
5792,priscilla_ds,1,,,,
5793,iamguilhermme,1,,,,
5794,sofrimento,1,3.0,0.0,0.0,0.0
5795,sorver,1,,,,
5796,autonomia,1,0.0,0.0,0.0,0.0
5797,governança,1,0.0,0.0,0.0,0.0
5798,front,1,9.0,6.0,7.0,0.0
5799,end,1,0.0,0.0,0.0,0.0
5800,post,1,120.0,2.0,6.0,0.0
5801,master,1,1.0,0.0,0.0,0.0
5802,pirão,1,0.0,0.0,0.0,0.0
5803,aipim,1,0.0,0.0,0.0,0.0
5804,kekedeogun,1,,,,
5805,legalizaobeck,1,,,,
5806,maluuxis,1,,,,
5807,maddupessanha,1,,,,
5808,lusco,1,,,,
5809,beeem,1,0.0,0.0,1.0,0.0
5810,rhundanann,1,,,,
5811,eutueabia,1,,,,
5812,park,1,0.0,0.0,2.0,0.0
5813,ablubleblé,1,1.0,0.0,1.0,0.0
5814,procur,1,,,,
5815,harumaki,1,0.0,0.0,1.0,0.0
5816,myrnun,1,4.0,0.0,1.0,0.0
5817,juliacioato,1,,,,
5818,amooo,1,0.0,0.0,0.0,0.0
5819,cupommm,1,0.0,0.0,0.0,0.0
5820,aiwueh,1,,,,
5821,feer_viieira,1,,,,
5822,construir,1,0.0,0.0,0.0,0.0
5823,resilir,1,0.0,0.0,0.0,0.0
5824,oskoringasdofla,1,,,,
5825,deuuuuuus,1,3.0,0.0,0.0,0.0
5826,gbdway,1,,,,
5827,met__ngel,1,,,,
5828,laysaf,1,,,,
5829,platafo,1,,,,
5830,itsmestripped,1,,,,
5831,kinknumb,1,,,,
5832,eujulinho,1,,,,
5833,polvilhar,1,176.0,1.0,3.0,0.0
5834,azedar,1,1.0,0.0,0.0,0.0
5835,tairla,1,,,,
5836,namesarespectre,1,,,,
5837,diarreia,1,0.0,0.0,1.0,0.0
5838,pskv_is,1,,,,
5839,motoris,1,,,,
5840,sand,1,,,,
5841,weil,1,0.0,0.0,1.0,0.0
5842,sasazao,1,,,,
5843,sabrina,1,0.0,0.0,0.0,0.0
5844,inapropriago,1,,,,
5845,bafar,1,1.0,0.0,0.0,0.0
5846,obri,1,,,,
5847,penislima,1,,,,
5848,tinhoso,1,2.0,0.0,0.0,0.0
5849,atento,1,2.0,0.0,0.0,0.0
5850,maciel,1,0.0,1.0,0.0,0.0
5851,deise,1,2.0,0.0,1.0,0.0
5852,beer,1,2.0,0.0,1.0,0.0
5853,principalme,1,,,,
5854,jullyapani,1,,,,
5855,rafanespoli,1,,,,
5856,cuidaaaaaa,1,1.0,0.0,0.0,0.0
5857,barao,1,,,,
5858,arrasar,1,4.0,0.0,1.0,0.0
5859,golpista,1,0.0,0.0,0.0,0.0
5860,buga,1,1.0,0.0,1.0,0.0
5861,colab,1,,,,
5862,ritmar,1,1.0,0.0,0.0,0.0
5863,cristyuii,1,,,,
5864,deliv,1,,,,
5865,oba,1,2.0,0.0,0.0,0.0
5866,defend,1,,,,
5867,diamundialdochocolate,1,30.0,6.0,0.0,0.0
5868,eslus,1,9.0,4.0,0.0,0.0
5869,opaaa,1,2.0,0.0,0.0,0.0
5870,tankar,1,3.0,0.0,2.0,0.0
5871,bananil,1,4.0,0.0,2.0,0.0
5872,literalment,1,,,,
5873,raquellvel,1,,,,
5874,opaaaa,1,0.0,0.0,0.0,0.0
5875,eslu,1,1.0,0.0,0.0,0.0
5876,querooooo,1,0.0,0.0,0.0,0.0
5877,thebissoli,1,,,,
5878,ameii,1,,,,
5879,cathyfutapowers,1,,,,
5880,frescando,1,8.0,0.0,1.0,0.0
5881,varar,1,1.0,0.0,0.0,0.0
5882,arrum,1,,,,
5883,sugarbaby,1,,,,
5884,marcellakkj,1,,,,
5885,boderlindaa,1,,,,
5886,jeniffercris,1,,,,
5887,jayaa_malter,1,,,,
5888,kkkkkkkkkkkkkkkkk,1,3.0,0.0,6.0,0.0
5889,vitoriar,1,,,,
5890,isabellalima,1,,,,
5891,creditar,1,1.0,0.0,1.0,0.0
5892,jkperaltaz,1,,,,
5893,tksolie,1,,,,
5894,hoytei,1,,,,
5895,saco_de_vacilo,1,,,,
5896,macin,1,,,,
5897,imbrave,1,,,,
5898,regueira_sophia,1,,,,
5899,oliveira_angel,1,,,,
5900,eeeeenyaaaaa,1,,,,
5901,assiarky,1,,,,
5902,luizguxtavo,1,,,,
5903,reversar,1,1.0,0.0,0.0,0.0
5904,timeout,1,5.0,0.0,1.0,0.0
5905,itsarandon,1,,,,
5906,pras,1,1.0,0.0,2.0,0.0
5907,bugadaço,1,0.0,0.0,0.0,0.0
5908,contratante,1,1.0,0.0,0.0,0.0
5909,apoiadores,1,5.0,6.0,0.0,1.0
5910,aprendiz,1,1.0,0.0,0.0,0.0
5911,ladonamuerta,1,,,,
5912,thayllyalvess,1,,,,
5913,transtornar,1,24.0,0.0,1.0,0.0
5914,caos,1,0.0,0.0,0.0,0.0
5915,jss,1,0.0,0.0,0.0,0.0
5916,aeeee,1,2.0,0.0,2.0,0.0
5917,aniv,1,,,,
5918,escrevecomk,1,,,,
5919,pensand,1,,,,
5920,fomeeeee,1,0.0,0.0,1.0,0.0
5921,caprieu,1,,,,
5922,cipa,1,1.0,0.0,1.0,0.0
5923,mpaqhakp,1,3.0,0.0,1.0,0.0
5924,ite,1,,,,
5925,emoçã,1,,,,
5926,ducattikr,1,,,,
5927,excesso,1,0.0,0.0,0.0,0.0
5928,xbacon,1,0.0,0.0,0.0,0.0
5929,afetando,1,0.0,0.0,0.0,0.0
5930,eujuferreira,1,,,,
5931,euclides_crf,1,,,,
5932,afrolontra,1,,,,
5933,sergiorocha,1,,,,
5934,jornaloglobo,1,,,,
5935,lucianmaike,1,,,,
5936,kingarturocrf,1,,,,
5937,caioo,1,,,,
5938,cesar,1,1.0,0.0,0.0,0.0
5939,vene,1,,,,
5940,rappy,1,1.0,0.0,1.0,0.0
5941,despretensiosamente,1,9.0,0.0,1.0,0.0
5942,mos,1,,,,
5943,diainternacionaldochocolate,1,0.0,0.0,0.0,0.0
5944,stella,1,0.0,0.0,0.0,0.0
5945,loud_ocastrin,1,,,,
5946,eddie__jr,1,,,,
5947,lipe_fpm,1,,,,
5948,soapdiparis,1,,,,
5949,cuscuz,1,195.0,1.0,9.0,0.0
5950,athiesarena,1,,,,
5951,quent,1,,,,
5952,costa,1,11.0,14.0,3.0,0.0
5953,mandicamoraes,1,,,,
5954,tiagoluis,1,,,,
5955,ehjampa,1,,,,
5956,reikrauss,1,,,,
5957,arthursoares,1,,,,
5958,thatamartins_s,1,,,,
5959,tiagomelorj,1,,,,
5960,whoooscarol,1,,,,
5961,datropa,1,,,,
5962,fadalilou,1,,,,
5963,heavy,1,1.0,0.0,1.0,0.0
5964,vic_olivic,1,,,,
5965,jumacomunista,1,,,,
5966,claradfant,1,,,,
5967,dxo,1,0.0,0.0,0.0,0.0
5968,fortão,1,0.0,0.0,0.0,0.0
5969,imperdoável,1,1.0,0.0,0.0,0.0
5970,drmarcosfalcao,1,,,,
5971,ahhh,1,3.0,0.0,1.0,0.0
5972,inferior,1,0.0,0.0,0.0,0.0
5973,hidekuzao,1,,,,
5974,chihriro,1,,,,
5975,morenonailha,1,,,,
5976,ellencpirog,1,,,,
5977,luffydivo,1,,,,
5978,oibruks,1,,,,
5979,carlotasacadura,1,,,,
5980,rileyybabeee,1,,,,
5981,carttagenes,1,,,,
5982,favssonza,1,,,,
5983,hcnyxbeez,1,,,,
5984,sissybylitta,1,,,,
5985,kauanexavier,1,,,,
5986,bia_salzani,1,,,,
5987,crylukas,1,,,,
5988,promô,1,0.0,0.0,2.0,0.0
5989,li_cer,1,,,,
5990,jb_flabrasil,1,,,,
5991,qualfoidiego,1,,,,
5992,quitar,1,1.0,0.0,1.0,0.0
5993,eternar,1,1.0,0.0,1.0,0.0
5994,anonimar,1,,,,
5995,volupiaspv,1,,,,
5996,bh_vinny,1,,,,
5997,perig,1,,,,
5998,perigoso,1,23.0,7.0,4.0,0.0
5999,rasgar,1,4.0,4.0,3.0,0.0
6000,cogumelozito,1,,,,
6001,pedromilanie,1,,,,
6002,gabriels,1,,,,
6003,henriquevtm,1,,,,
6004,eixopoli,1,,,,
6005,frança,1,6.0,2.0,0.0,0.0
6006,acont,1,,,,
6007,thuannyms,1,,,,
6008,florip,1,,,,
6009,fda,1,0.0,0.0,0.0,0.0
6010,mozi,1,0.0,0.0,1.0,0.0
6011,decossauroo,1,,,,
6012,itaú,1,4.0,0.0,1.0,0.0
6013,shaidar,1,,,,
6014,portugal,1,2.0,0.0,3.0,0.0
6015,estam,1,,,,
6016,carlosbolsonaro,1,,,,
6017,tablete,1,1.0,0.0,0.0,0.0
6018,mezzo,1,1.0,0.0,0.0,0.0
6019,união,1,2.0,0.0,0.0,0.0
6020,ttthiajo,1,,,,
6021,puxar,1,5.0,1.0,2.0,0.0
6022,roncar,1,1.0,0.0,0.0,0.0
6023,prévio,1,0.0,89.0,0.0,0.0
6024,ocolunista,1,,,,
6025,evyrigueira,1,,,,
6026,traumann,1,,,,
6027,bubblekill,1,0.0,0.0,2.0,0.0
6028,saltyarroba,1,,,,
6029,jhonninhalopes,1,,,,
6030,lila,1,1.0,0.0,2.0,0.0
6031,dogs,1,0.0,0.0,0.0,0.0
6032,kerolin,1,,,,
6033,pzankely,1,,,,
6034,lilianelewis,1,,,,
6035,silmariobritto,1,,,,
6036,sthguerra,1,,,,
6037,nathymar,1,,,,
6038,podcast,1,0.0,0.0,0.0,0.0
6039,abandon,1,,,,
6040,renattolopess,1,,,,
6041,divers,1,,,,
6042,paiivaamanda,1,,,,
6043,paolasdaniel,1,,,,
6044,abstinênc,1,,,,
6045,consistir,1,8.0,0.0,1.0,0.0
6046,kiilthisboy,1,,,,
6047,visibilidade,1,0.0,0.0,0.0,0.0
6048,ingridmatiasadv,1,,,,
6049,regis,1,,,,
6050,ola_batman,1,,,,
6051,maalu_crf,1,,,,
6052,torinot,1,,,,
6053,adicional,1,0.0,0.0,1.0,0.0
6054,fortíssim,1,,,,
6055,cramxfv,1,,,,
6056,magina,1,0.0,0.0,0.0,0.0
6057,saíd,1,,,,
6058,maçã,1,3.0,0.0,0.0,0.0
6059,sujeito,1,0.0,0.0,0.0,0.0
6060,matels,1,,,,
6061,brasildefato,1,,,,
6062,escravidão,1,2.0,0.0,8.0,0.0
6063,renan,1,8.0,0.0,3.0,0.0
6064,letowscorpion,1,,,,
6065,yaksoba,1,18.0,0.0,3.0,0.0
6066,thinnysaturn,1,,,,
6067,incrivelmente,1,2.0,0.0,1.0,0.0
6068,sussu,1,0.0,0.0,0.0,0.0
6069,atrapalhar,1,51.0,2.0,4.0,0.0
6070,clonaro,1,1.0,0.0,0.0,0.0
6071,prluquinhas,1,,,,
6072,rob_passssarini,1,,,,
6073,escalar,1,1.0,0.0,0.0,0.0
6074,chovemdo,1,0.0,0.0,0.0,0.0
6075,infarto,1,0.0,0.0,1.0,0.0
6076,papelzin,1,1.0,0.0,0.0,0.0
6077,larasousa,1,,,,
6078,linhadepasse,1,1.0,0.0,1.0,0.0
6079,mundomsoficial,1,,,,
6080,motoelétrica,1,0.0,2.0,0.0,0.0
6081,neowinslet,1,,,,
6082,larissafgh,1,,,,
6083,espelhar,1,9.0,0.0,1.0,0.0
6084,elevador,1,20.0,0.0,2.0,0.0
6085,guiestevao,1,,,,
6086,augustafreitass,1,,,,
6087,artzbxy,1,,,,
6088,ataldaguande,1,,,,
6089,demonstrar,1,0.0,0.0,1.0,0.0
6090,penelopexavoza,1,,,,
6091,inusitado,1,0.0,0.0,0.0,0.0
6092,emilyandradeeee,1,,,,
6093,tunimalmighty,1,,,,
6094,alliceyukiko,1,,,,
6095,escroto,1,4.0,0.0,2.0,0.0
6096,mta,1,9.0,3.0,1.0,1.0
6097,iamnessani,1,,,,
6098,art,1,,,,
6099,provavelmente,1,8.0,0.0,4.0,0.0
6100,junção,1,0.0,0.0,0.0,0.0
6101,marcoskeller,1,,,,
6102,jyngrey,1,,,,
6103,mdafontef,1,,,,
6104,river,1,0.0,0.0,0.0,0.0
6105,pintar,1,0.0,2.0,0.0,0.0
6106,flam,1,,,,
6107,deitado,1,7.0,0.0,0.0,0.0
6108,nenitos,1,1.0,0.0,0.0,0.0
6109,amandaraujoz,1,,,,
6110,adrielycastrro,1,,,,
6111,prep,1,1.0,0.0,1.0,0.0
6112,manabrown,1,,,,
6113,binhodevito,1,,,,
6114,laguapasp,1,,,,
6115,lat,1,,,,
6116,nunesluann,1,,,,
6117,wendel,1,,,,
6118,mmarimanzinii,1,,,,
6119,milamanzini,1,,,,
6120,non,1,1.0,0.0,1.0,0.0
6121,madru,1,,,,
6122,renatinha_fla,1,,,,
6123,urucubaca,1,1.0,0.0,0.0,0.0
6124,embor,1,,,,
6125,violeta,1,,,,
6126,nocao,1,2.0,0.0,1.0,0.0
6127,hebercolombos,1,,,,
6128,ioveincarnate,1,,,,
6129,estraçalhar,1,0.0,0.0,0.0,0.0
6130,lua,1,0.0,0.0,0.0,0.0
6131,descontrolar,1,0.0,0.0,0.0,0.0
6132,jocrisck,1,,,,
6133,condir,1,0.0,0.0,0.0,0.0
6134,flavinhojfmg,1,,,,
6135,sistersonica,1,,,,
6136,seokjin,1,0.0,8.0,0.0,0.0
6137,pastelzinh,1,,,,
6138,who_lari,1,,,,
6139,memesruimebom,1,,,,
6140,emergênc,1,,,,
6141,beeecka,1,,,,
6142,cal,1,,,,
6143,cigarrete,1,3.0,0.0,0.0,0.0
6144,ops_paes,1,,,,
6145,kyoshipanic,1,,,,
6146,engr,1,,,,
6147,luísa,1,2.0,0.0,1.0,0.0
6148,penhasco,1,2.0,0.0,1.0,0.0
6149,cozer,1,0.0,0.0,1.0,0.0
6150,semsinal,1,,,,
6151,luisamussatto,1,,,,
6152,lwnzi,1,,,,
6153,ahhhh,1,2.0,0.0,1.0,0.0
6154,realme,1,,,,
6155,ooooo,1,1.0,0.0,0.0,0.0
6156,share,1,0.0,0.0,0.0,0.0
6157,bancário,1,4.0,0.0,3.0,0.0
6158,querodelivery,1,4.0,0.0,1.0,0.0
6159,holl,1,2.0,0.0,0.0,0.0
6160,saind,1,,,,
6161,niduartev,1,,,,
6162,kina_beatriz,1,,,,
6163,chegu,1,,,,
6164,durinh,1,,,,
6165,comoassim,1,4.0,0.0,0.0,0.0
6166,yoncemadu,1,,,,
6167,milebiancardi,1,,,,
6168,chicharon,1,0.0,0.0,1.0,0.0
6169,abaixar,1,5.0,0.0,1.0,0.0
6170,negativo,1,4.0,2.0,2.0,1.0
6171,paul,1,,,,
6172,nhoow,1,1.0,0.0,1.0,0.0
6173,guarujá,1,0.0,0.0,0.0,0.0
6174,marycherryinny,1,,,,
6175,nalaurat,1,,,,
6176,aventurar,1,19.0,22.0,2.0,3.0
6177,shi,1,,,,
6178,bruninho,1,0.0,0.0,3.0,0.0
6179,iisabreu,1,,,,
6180,sviorcompix,1,,,,
6181,cozinhabruta,1,,,,
6182,salv,1,,,,
6183,natysnana,1,,,,
6184,consideráv,1,,,,
6185,anatomia,1,0.0,1.0,1.0,0.0
6186,livizq,1,,,,
6187,salvador,1,106.0,2.0,22.0,2.0
6188,inves,1,2.0,0.0,1.0,0.0
6189,boato,1,1.0,0.0,1.0,0.0
6190,marianarnog,1,,,,
6191,naquele,1,6.0,0.0,5.0,0.0
6192,carinh,1,,,,
6193,exa,1,,,,
6194,adic,1,,,,
6195,aquelamarimesmo,1,,,,
6196,amaaaava,1,1.0,0.0,1.0,0.0
6197,ezequielbiten,1,,,,
6198,klmie,1,,,,
6199,lbkamily,1,,,,
6200,anakarolps,1,,,,
6201,ericlito,1,,,,
6202,cattiktoks,1,,,,
6203,danieltcor,1,,,,
6204,mimimi,1,5.0,0.0,1.0,0.0
6205,fingimento,1,2.0,0.0,0.0,0.0
6206,luyzmayke,1,,,,
6207,homofobia,1,2.0,0.0,1.0,0.0
6208,detalhe,1,2.0,0.0,1.0,0.0
6209,noit,1,,,,
6210,responsabil,1,,,,
6211,souzaxmay,1,,,,
6212,noticiar,1,5.0,0.0,0.0,0.0
6213,barrir,1,11.0,0.0,9.0,2.0
6214,manso,1,0.0,0.0,0.0,0.0
6215,luizali,1,,,,
6216,rcsaraiva,1,,,,
6217,pingar,1,46.0,0.0,9.0,0.0
6218,usphqc,1,0.0,0.0,0.0,0.0
6219,mar_lins,1,,,,
6220,garagem,1,0.0,10.0,0.0,0.0
6221,goddamnpissoff,1,,,,
6222,essareceita,1,,,,
6223,aaahhh,1,0.0,0.0,1.0,0.0
6224,guilhermepussi,1,,,,
6225,uecaiu,1,,,,
6226,jaoo_pu,1,,,,
6227,alun,1,,,,
6228,crédit,1,,,,
6229,brandtlorhany,1,,,,
6230,limadandara,1,,,,
6231,emília,1,0.0,0.0,1.0,0.0
6232,cansativo,1,1.0,0.0,1.0,0.0
6233,júnior,1,1.0,0.0,1.0,0.0
6234,bixo,1,0.0,0.0,0.0,0.0
6235,diminuiram,1,0.0,0.0,0.0,0.0
6236,fre,1,,,,
6237,dese,1,,,,
6238,marxseny,1,,,,
6239,precariza,1,,,,
6240,natyandersson,1,,,,
6241,noivar,1,1.0,0.0,1.0,0.0
6242,linkedin,1,3.0,0.0,1.0,0.0
6243,texto,1,4.0,0.0,2.0,0.0
6244,gabyaavila,1,,,,
6245,aiiiii,1,0.0,0.0,0.0,0.0
6246,calicaaaaa,1,0.0,0.0,0.0,0.0
6247,objetivo,1,2.0,0.0,0.0,0.0
6248,fettuccine,1,3.0,0.0,0.0,0.0
6249,kellarelari,1,,,,
6250,muit,1,,,,
6251,davicenciarelli,1,,,,
6252,notfindme,1,,,,
6253,resto,1,1.0,0.0,0.0,0.0
6254,conhecimento,1,19.0,4.0,2.0,0.0
6255,obviamen,1,,,,
6256,hamburguinho,1,15.0,0.0,1.0,0.0
6257,gol,1,8.0,0.0,0.0,0.0
6258,liisa_sampaio,1,,,,
6259,promessa_acai,1,,,,
6260,lamen,1,0.0,0.0,0.0,0.0
6261,naruto,1,0.0,0.0,0.0,0.0
6262,negóc,1,,,,
6263,kahkardashian,1,,,,
6264,maiorrrrr,1,0.0,0.0,1.0,0.0
6265,pretzel,1,0.0,0.0,1.0,0.0
6266,recebido,1,6.0,0.0,1.0,0.0
6267,motolove,1,1.0,0.0,0.0,0.0
6268,glauber_braga,1,,,,
6269,escandalizar,1,3.0,0.0,0.0,0.0
6270,nes,1,0.0,0.0,1.0,0.0
6271,batidinha,1,0.0,0.0,1.0,0.0
6272,estimar,1,1.0,0.0,0.0,0.0
